parent_id,district,districtId,label,municipality,message_id,text,createdOn
2354f9,Sør-Øst Politidistrikt,204,1,Siljan,2354f9-0,Nødetatene rykker ut til en trafikkulykke mellom bil og mc. Oppdateres.  Nødetatene har enda ikke ankommet - hendelsen har skjedd i nærheten av Opdalsveien 355. MC fører skal nå sitte i grøften og fremstår skadet. Vi oppdaterer ytterligere når vi har noe mer ! Politiet har ankommet stedet - mc fører er bevisst og klager på smerter i det ene beinet.  Det er en lokal mann i tenårene. Personen ivaretas av helse på stedet. Politiet prater med partene og etterforsker hendelsen.  Bilfører er ei lokal dame i 20-årene. Foreløpige undersøkelser tyder på at en eller begge kjøretøyer har vært veldig midt i vegbanen - og hendelsen har funnet sted like etter en kurve og bakketopp. MC fører blir kjørt sykehus. Sak opprettet. ,2023-06-02T09:59:25.2489347+00:00
2354jv,Sør-Øst Politidistrikt,204,5,Sandefjord,2354jv-0,"0247: Mann i begynnelsen av 20 årene bortvist fra Sandefjord sentrum etter å ha spyttet på 2 gjester inne på et utested. Patruljen oppretter anmeldelse på spyttingen 
",2023-08-27T02:21:03.0973224+00:00
2354pb,Sør-Øst Politidistrikt,204,5,Tønsberg,2354pb-0,kl 13:32 - En mann i 40 årene var kranglete på stedet. Han ble bortvist fra sentrum av politiet. Mannen havnet i en ny krangel og valgte å ikke følge pålegget gitt av politiet. Mannen ble pågrepet og anmeldt for forholdene. ,2023-07-17T12:27:52.5382207+00:00
2354ps,Agder Politidistrikt,205,1,Kristiansand,2354ps-0,Flere meldinger om syklist - retning Kristiansand.   Politiet har nå kontroll på syklisten - fjernet fra E39. Vil bli anmeldt for dette.,2023-10-04T13:13:59.2160468+00:00
2354xw,Vest Politidistrikt,207,4,Bergen,2354xw-0,"Meld om brann i kjøretøy i Tunellen. 
Personane fra bilen er ute av tunellen. per no ukjend om det er andre igjen i tunellen. Naudetatane på veg. Nødetatane er framme på staden, sløkking går føre seg. Ikkje meldt om skadde eller sakna personar. Vegen blir stengd ei god stund framover, ikkje mogleg å seia når det vil opna igjen pr no. Røykdykkarar er inne i tunnelen og sløkking går føre seg. Det er brann i ein campervan og den har ein 20 kg propanflaske ombord. Tryggingsavstand er 300 meter. Også begynt å brenne i nokre kablar i tunnelen. Ikkje meldt om skadde eller sakna. Røykdykkarar har no avsøkt heile tunnelen. Brannen er ikkje sløkt, men det er ingen andre køyretøy eller personar inne i tunnelen. Ingen som er skadd og ingen som er sakna. Uavklart kor lenge det blir stengt, men det må påreknast stengt i lang tid.",2023-09-27T12:48:49.0037481+00:00
23551v,Finnmark Politidistrikt,212,1,Vadsø,23551v-0,: kl. 0845: Politiet har gjennomført promillekontroll i Oscarsgate. 24 bilister kontrollerte. Ingen reaksjoner.,2023-10-06T06:49:26.9820544+00:00
235533,Sør-Øst Politidistrikt,204,2,Horten,235533-0,kl 16:01 - Nødetater er på vei til stedet etter melding om røykutvikling fra en enebolig. Oppdateres når nødetater ankommer stedet  Nødetatene er på stedet. Det har vært røykutvikling fra et batteri på lading. Dette er båret ut av brannvesenet. Ingen brann på stedet. Politiet oppretter sak på forholdet.,2023-07-23T14:05:15.4665561+00:00
23553k,Nordland Politidistrikt,210,2,Brønnøy,23553k-0,"Nødetatene rykker ut til bolighus der det er røykutvikling. En beboer i huset. Beboer er melder til oss. Oppdateres her. Nødetatene på stedet. Beboer i huset hjulpet ned fra utvendig balkong av en nabo. Beboer undersøkes av ambulanse personell på stedet. Beboer fremstår som uskadd. Det er brann i husets 1. et., brannmannskaper har startet slukking. Brannen er slukket. Brannmannskaper har startet med skadebegrensende tiltak i boligen. Beboer er sjekket ut av helse - uskadd. Politiet har startet etterforsking.",2023-10-09T03:57:40.9372135+00:00
23555w,Sør-Øst Politidistrikt,204,5,Seljord,23555w-0,"00:40 En mann i 20 årene har vært kranglete og bråkete. Han har vært innom flere vogner og slått rundt seg. Politiet forsøkte å bortvise han fra stedet, men han klarte ikke å rette seg etter dette. Han ble dermed tatt med inn til arresten. ",2023-07-28T00:29:25.5550539+00:00
23559w,Trøndelag Politidistrikt,209,6,Trondheim,23559w-0,"Melding om person som vektere på utested har måtte lagt i jern pga utagering.   Mannen var fortsatt ikke samarbeidsvillig når politiet kom til stedet.  Mannen blir anmeldt for å ikke oppgi personalia, vold mot offentlig tjenesteperson ",2023-09-03T03:16:00.9344722+00:00
2355cm,Sør-Øst Politidistrikt,204,5,Skien,2355cm-0,23:50 Politiet ble kontaktet av folk som observerte en svært full mann i området. Mannen var så tilsnakkende at han etterkom pålegget om å gå fra stedet. ,2023-09-06T22:54:25.9831658+00:00
2355gn,Finnmark Politidistrikt,212,1,Alta,2355gn-0,Politiet har i dag kontrollert besetning på et fly ved Alta lufthavn mtp. rus. Ingen reaksjoner.,2023-10-11T09:56:52.7081055+00:00
2355s1,Nordland Politidistrikt,210,1,Vestvågøy,2355s1-0,"Bil stanset i sentrum. Fører mistenkes for bilbrukstyveri og ruspåvirket kjøring. Anmeldes også for kjøring uten gyldig førerkort. 
Bevissikring utført, sak opprettes. ",2023-07-21T22:42:00.1173466+00:00
2355w2,Nordland Politidistrikt,210,1,Lødingen,2355w2-0,UP/Promillekontroll: 40 kontrollerte bilførere - ingen reaksjoner.,2023-08-29T08:52:21.1498551+00:00
2355zt,Trøndelag Politidistrikt,209,5,Trondheim,2355zt-0,En mann i tenårene bortvist fra festivalområdet etter at han tre ganger forsøkte å ta seg inn over gjerdet da han ikke hadde billett. ,2023-09-01T15:07:18.457833+00:00
23561g,Øst Politidistrikt,202,7,Halden,23561g-0,Politiet og ambulanse er på stedet hos en bedrift hvor det har vært en arbeidsulykke. En arbeidstaker som har skadet seg i armen. Vedkommende får behandling av helsepersonell. Politiet oppretter sak og arbeidstilsynet er rutinemessig varslet av arbeidsgiver. ,2023-08-09T08:20:04.7478171+00:00
235634,Trøndelag Politidistrikt,209,6,Frøya,235634-0,Kl 0336 Mann i 20 årene utsatt for vold fra flere personer på fest. Politiet har kontakt med den fornærmede. ,2023-08-20T02:26:38.7140972+00:00
23564h,Møre og Romsdal Politidistrikt,208,1,Rauma,23564h-0,"En bil skal ha kjørt i grøfta, på veg opp Trollstigen. Skjedd helt i starten av svingene ved Trollstigen. En person i bilen. Fører er uskadd. Bilen trenger bilberging for å komme opp av grøften. Årsaken til hendelsen er ikke avklart.",2023-09-13T07:29:12.5514174+00:00
23565c,Øst Politidistrikt,202,7,Indre Østfold,23565c-0,"Kl 0145; politiet stanser en bil for kontroll. Der viser det seg at det ligger et haglegevær på passasjersetet. Ammunisjon ligger ved siden av. Fører, mann i 20 årene, sier han har vært på jakt.  I tillegg til høyst ulovlig transport av våpenet, sier mannen han har vært på jakt. Det finnes ikke noe jaktbytte og det finnes heller ikke noe godkjent jegerprøve eller våpenkort til våpenet. Våpenet er en hagle. På hans adresse et annet sted i Østfold finner vi ytterligere 3 hagler og en del ammunisjon. Disse er forskriftsmessig oppbevart, men det er uklarheter vedrørende anskaffelsen av dem. Alle våpen og ammunisjon tatt i beslag og forholdet er anmeldt.",2023-10-19T02:35:54.2020705+00:00
2356kc,Troms Politidistrikt,211,5,Tromsø,2356kc-0,"En mann i 30 årene ble rundt kl. 03 i natt ""tatt på fersken"" da han urinerte på offentlig sted. Anmeldes.",2023-10-14T05:01:43.5884017+00:00
2356kz,Nordland Politidistrikt,210,5,Alstahaug,2356kz-0,"Patruljen traff to personer i 20-årene som tegnet på skilt i sentrum med tusj. Fikk klar oppfordring om å vaske dette bort, og skulle gjøre det. Ikke videre oppfølgning fra politiets side. ",2023-07-30T00:03:57.5793911+00:00
2356mn,Sør-Øst Politidistrikt,204,1,Tønsberg,2356mn-0,"15:05 - Politiet rykker ut etter melding om en bil i grøfta langs Semslinna. Ingen personer er observert ved bilen. Bilen har materielle skader i front. Meldingen oppdateres når vi vet mer.  Vi er i kontakt med fører av bilen, en kvinne i 60-årene. Det er mulig at ulykken har en teknisk årsak. Bilen står utenfor veibanen og trafikken flyter greit forbi. Politiet avslutter på stedet. Bilberger er på vei.",2023-08-03T13:22:41.4806087+00:00
2356qp,Sør-Øst Politidistrikt,204,4,Holmestrand,2356qp-0,"kl 14:16 - Politi og ambulanse er på vei til stedet etter melding om en bil som har kjørt av veien. En person involvert. Vedkommende er  oppegående og ute av bilen  Politiet er fremme på stedet og i kontakt med bilfører. Politiet undersøker hendelsesforløpet. Bilfører, en mann i 20-årene fra Tønsberg, hadde gått fra stedet ved vår ankomst - samt skrudd av skiltene på bilen. Han erkjente raskt at han ikke hadde førerkort og at det var begjæring på bilen. Fremstår uskadd. Saker opprettet.",2023-09-08T12:44:08.3528074+00:00
2356rn,Øst Politidistrikt,202,8,Fredrikstad,2356rn-0,Mld om en savnet 8 år gammel gutt fra Vispen badeplass. Beskrivelse: har på seg en rosa t-skjorte. Nødetatene er på vei samt redningshelikopter og dykkere da det er uvisst om han er i vannet. Dersom noen ser gutten ring 112. Gutten er funnet i god behold i nærområdet. Gjenforent med familien.,2023-08-05T10:53:22.7322597+00:00
2356tf,Trøndelag Politidistrikt,209,0,Trondheim,2356tf-0,Politiet på stedet da det har vært innbrudd i løpet av natta.,2023-09-11T04:27:14.3340428+00:00
2356xf,Trøndelag Politidistrikt,209,1,Levanger,2356xf-0,"Politiet har stanset en bil. Fører mistenkes for å ha kjørt i beruset tilstand. Tatt med siktede, mann 20 år for bevissikring. Siktede hadde ikke gyldig førerkort. Sak opprettes ",2023-10-15T03:37:10.1075551+00:00
235766,Agder Politidistrikt,205,0,Vennesla,235766-0,Vi har foretatt åstedsundersøkelse etter melding om innbrudd i et ubebodd hus. Stjålet noen mindre gjenstander av liten verdi. Vi oppretter sak.,2023-09-16T05:20:54.9129088+00:00
23576s,Sør-Øst Politidistrikt,204,5,Notodden,23576s-0,Kl: 02:51 Kvinne i 30 årene ble bortvist fra sentrum for resten av natten. Hun hadde kranglet med flere andre og var et ordensproblem. ,2023-05-28T01:24:19.9605036+00:00
2357b7,Sør-Øst Politidistrikt,204,7,Tønsberg,2357b7-0,Politiet bistår politiet i å ta ned luftambulanse i en helse sak. ,2023-10-20T19:36:36.3426141+00:00
2357dj,Trøndelag Politidistrikt,209,1,Trondheim,2357dj-0,"Flere har meldt til oss om to sjanglende herrer langs Malvikvegen retning Stjørdal.  Vanskelig å få øye på, kan skape farlige situasjoner.  Patrulje kjører strekningen og prøver å finne dem.",2023-08-10T23:49:19.7710946+00:00
2357dt,Sør-Øst Politidistrikt,204,1,Drammen,2357dt-0,kl 11:57 - FV2714 - UP har i løpet av dagen avholdt trafikkontroll. Fartsgrense på sted for kontroll er 40 km/t. 1 fikk forenklet forelegg etter å ha kjørt i 51 km/t. ,2023-10-24T11:21:48.097814+00:00
2357g1,Møre og Romsdal Politidistrikt,208,1,Ulstein,2357g1-0,"Vi rykker ut saman med ambulanse til eit mindre trafikkuhell på Skeide. Ein bil har køyrd i autovernet. Uhellet har truleg samanheng med sjukdom. Det var 2 personar i bilen, ingen personskade.",2023-08-08T21:21:10.0488958+00:00
2357l9,Innlandet Politidistrikt,203,1,StorElvdal,2357l9-0,"UP stanset bil på rv3. Fører, man i 40-åra, fikk sitt førerkort beslaglagt for å ha kjørt i 126 km/t i 80-sonen. ",2023-09-17T15:45:52.7975289+00:00
2357lw,Sør-Øst Politidistrikt,204,5,Drammen,2357lw-0,Politiet rykket ut til melding om en aggressiv og sint mann på skateparken. Ikke direkte truende mot andre. Patruljen fikk roet ned mannen før han ble bortvist fra stedet. ,2023-06-04T10:26:07.65609+00:00
2357n2,Sør-Øst Politidistrikt,204,1,Skien,2357n2-0,"Kl. 17:15 UP har hatt laserkontroll i 80-sone. Resultat: 10 forenklede forelegg, høyeste hastighet var 115 km/t.",2023-06-23T18:07:27.5640638+00:00
2357nl,Sør-Øst Politidistrikt,204,5,Horten,2357nl-0,23:29 - Politiet ble tilkalt etter at vektere forsøkte å bortvise en mann i 50-årene fra festivalområdet og han slo vekteren. Ingen er skadd. Mannen må forlate stedet og blir anmeldt for volden. ,2023-06-16T22:13:24.4417169+00:00
2357rm,Sør-Øst Politidistrikt,204,5,Drammen,2357rm-0,Politiet har bortvist en 18 år gammel mann grunnet ordensforstyrrelser og aggressiv adferd på Strømsø Torg. Mannen etterkom pålegget.,2023-08-12T21:39:27.8395891+00:00
2357vb,Agder Politidistrikt,205,1,Kristiansand,2357vb-0,Melding om trafikkulykke på Grim. En bil og en sykkel er involvert. Skadeomfang er ukjent. Nødetatene er varslet og på vei til stedet. Oppdateres.  Skal være kollisjon mellom en bil og en person på EL-sparkesykkel. Nød etatene er på stedet. Ikke meldt om alvorlig personskade. Trafikken flyter fint forbi. En kvinne er kjørt til sykehus i Kr. Sand med ambulanse for videre oppfølging. Politiet oppretter sak på forholdet.,2023-08-16T13:22:59.7449526+00:00
2357xs,Agder Politidistrikt,205,5,Birkenes,2357xs-0,Kl 0105. Politiet rykket ut til pub på Birkeland der en person blir innbragt til arrest og vil bli anmeldt for ordensforstyrrelse. ,2023-10-21T23:57:14.4035694+00:00
2357zc,Vest Politidistrikt,207,5,Bergen,2357zc-0,Nygårdsgaten kl 0207: politiet fikk melding om en person som klatret i ett stilas. Vedkommende var kommet ned da politiet ankom stedet. Han hadde ingen god forklaring på hvorfor han var i stillaset. Han ble tidligere i kveld bortvist fra Bergen sentrum.  Han blir kjørt i arrest for å ikke ha etterkommet politiets pålegg.,2023-09-20T00:45:44.1016289+00:00
23582d,Sør-Øst Politidistrikt,204,5,Tønsberg,23582d-0,"Melding om en ruset mann som ikke ville forlate serveringssted. Ved kontroll av mannen i 20 årene fra Nøtterøy ble det funnet en kniv. Denne er tatt fra mannen. Det var aldri noe trusselsituasjon, men anmeldes for å bære kniv på off.sted.",2023-07-04T22:47:14.3933801+00:00
23582t,Agder Politidistrikt,205,1,Kristiansand,23582t-0,Melding om person i kanten av veibanen i vestgående retning like etter tunnelen. Politipatrulje på vei. Vi har kontroll på vedkommende.,2023-09-23T11:21:13.0015271+00:00
23585f,Sør-Øst Politidistrikt,204,4,Gol,23585f-0,Nødetatene rykker ut til MC velt. Kun fører involvert. Oppdateres. Fører er kjørt legevakt for sjekk. Politiet oppretter sak.,2023-08-18T09:44:46.9606005+00:00
235884,Agder Politidistrikt,205,1,Lillesand,235884-0,"Kl 0535. Det skal være elg innenfor viltgjerdet på E18 v/Brønningsmyrkrysset, avkjørsel 86. VTS er varslet, og viltnemd vil bli kontaktet. Politiet kjører til stedet for å bistå.  Politiet er nå på stedet, har så langt ikke sett noe til elgen. Det har heller ikke kommet flere telefoner om den. Kan tenkes at den kan ha kommet på rett side av gjerdet igjen. Det søkes fremdeles etter elgen - det har ikke kommet flere meldinger, men bilførere på aktuell strekning bes være oppmerksom på dette. Søket er nå avsluttet. Det antas at elgen har kommet seg tilbake på rett side av gjerdet.",2023-08-21T03:39:45.4784611+00:00
2358c5,Øst Politidistrikt,202,1,Vestby,2358c5-0,En motorsykkel har kjørt av veien. To personer på den. Passasjer har noe smerter og blir sjekket på sykehus. Politiet har vært på stedet og gjort undersøkelser. Ikke førerkortbeslag. Oppretter sak.,2023-09-24T14:37:12.2761515+00:00
2358fg,Vest Politidistrikt,207,1,Sogndal,2358fg-0,#Vatnasete #RV5: UP har hatt kontroll på staden. 10 førarar fekk forenkla førelegg. Høgaste fart målt til 106 km/t. 1 fører anmeldt for å ha køyrt i rusa tilstand.,2023-07-08T22:01:56.0562142+00:00
2358fx,Vest Politidistrikt,207,1,Bergen,2358fx-0,"Kl 0040: Salhusvegen, politiet stanset bil, fører mistenkt for kjøring i ruspåvirket tilstand. Kjørt Legevakten for blodprøvetaking. Politiet oppretter sak. ",2023-09-27T23:15:02.9588745+00:00
2358hk,Øst Politidistrikt,202,2,Halden,2358hk-0,"Nødetatene og Redningsskøyta rykker ut for å bistå ifm en røykutvikling på en båt ved Knivsøya utenfor Nexans. 2 personer ombord. De 2 personene ombord er nå evakuert over i båt fra Halden brannvesen. Status er at det fortsatt er noe røyk fra motorrom. Det er kontroll på varmeutvikling.  Fartøyet berges til land. Personene som var ombord fremstår uskadet, men blir sjekket av ambulansepersonell på land.",2023-08-26T14:50:36.4950665+00:00
2358j6,Øst Politidistrikt,202,0,Rakkestad,2358j6-0,"Vi har vært ved Os barneskole ifm. innbruddsalarm.  Patruljen melder om at det ikke er tegn til innbrudd, men et vindu har stått åpent og kun sensor der som er utløst. Mulig bevegelse fra vindu er årsak til utløst alarm. Vekter på stedet overtar.",2023-07-13T23:12:10.6079985+00:00
2358m6,Trøndelag Politidistrikt,209,1,Midtre Gauldal,2358m6-0,"UP har hatt trafikk kontroll på Gullvåg, utstedt 5 FF, høyeste hastighet 96 i skiltet 80 sone.",2023-08-22T20:15:50.6183151+00:00
235910,Sør-Øst Politidistrikt,204,1,Tønsberg,235910-0,"Politiet rykker ut etter melding om trafikkulykke på stedet. Tre biler involvert. Fremstår ikke som alvorlig personskade, men trafikken går sakte på stedet. Et kjørefelt er åpent.  Det er kontroll på stedet, totalt 6 personer involvert, tre av disse undersøkes av helse for lettere skader. Trafikken går forbi i ett felt, men det vil være redusert fremkommelighet frem til veien er ryddet. Rettelse: Det er i Nordgående felt ulykken har skjedd. Det er ryddet på stedet og trafikken går som normalt, politiet oppretter sak. Det har oppstått en kjedekollisjon som følge av at bakerste bil ikke rakk å stanse for bil foran.",2023-08-27T13:40:19.3902355+00:00
23593r,Sør-Øst Politidistrikt,204,4,Tønsberg,23593r-0,"Kl 11:31 Polti og ambulanse er på vei til en arbeidsulykke, hvor en person har fått en truck over seg. De skadde er bevisst. Oppdateres. Politi og ambulanse på stedet og i kontakt. Skal ikke være snakk om en truck men et løfte redskap. Fremstår ikke som om det er snakk om alvorlig skade. Den skadde tilsees av helsepersonell. En person er kjørt sykehus av ambulanse for sjekk. Antatt ikke alvorlig skadd. Politiet oppretter sak på forholdet.",2023-08-31T09:37:02.5794073+00:00
